序号,基金代码,基金简称,类型,日期,单位净值,累计净值,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,成立日期
324,512660,国泰中证军工ETF,指数型-股票,2025-03-12,1.0958,1.0958,5.09,5.8,-0.33,35.12,20.78,-3.85,-5.58,5.19,9.58,2016-07-26
325,512680,广发中证军工ETF,指数型-股票,2025-03-12,1.1231,1.1231,5.09,5.8,-0.38,34.97,20.7,-4.03,-5.86,5.15,12.31,2016-08-30
326,517030,易方达中证沪港深300ETF,指数型-股票,2025-03-12,0.968,0.968,0.5,2.67,2.73,28.23,20.44,12.81,8.11,4.58,-3.2,2021-09-15
327,159511,南方中证通信服务ETF,指数型-股票,2025-03-12,1.1152,1.1152,1.67,-0.77,3.41,37.39,20.21,,,4.11,11.59,2023-07-28
328,159892,华夏恒生生物科技ETF(QDII),指数型-海外股票,2025-03-12,0.5634,0.5634,-0.48,12.75,12.82,32.53,19.9,-12.47,-1.78,17.6,-43.66,2021-09-29
329,512670,鹏华中证国防ETF,指数型-股票,2025-03-12,0.7495,1.499,6.75,9.21,2.11,35.22,19.59,-14.87,-18.53,7.97,49.9,2019-07-05
330,512970,平安粤港澳大湾区ETF,指数型-股票,2025-03-12,1.2473,1.2473,0.38,0.27,1.96,29.41,19.54,7.35,2.04,4.39,24.73,2019-09-23
331,159991,招商创业板大盘ETF,指数型-股票,2025-03-12,0.4746,1.3479,0.11,-0.61,-4.74,43.3,19.52,-4.51,-12.5,1.74,34.79,2020-03-20
332,513280,汇添富恒生生物科技ETF(QDII),指数型-海外股票,2025-03-12,0.7944,0.7944,-0.58,12.71,12.95,32.51,19.42,-13.19,,17.62,-20.56,2022-07-05
333,561950,招商中证500增强策略ETF,指数型-股票,2025-03-12,1.1054,1.1054,1.7,2.38,3.0,36.67,19.4,,,7.01,10.54,2023-03-29
334,515580,华泰柏瑞中证科技100ETF,指数型-股票,2025-03-12,0.878,1.756,0.85,-0.3,4.13,36.38,19.33,10.61,5.41,6.28,75.55,2019-09-27
335,159615,南方恒生生物科技ETF(QDII),指数型-海外股票,2025-03-12,0.8125,0.8125,-0.59,12.8,12.88,32.59,19.33,-14.03,,17.65,-18.75,2022-06-17
336,159682,景顺长城创业板50ETF,指数型-股票,2025-03-12,0.9353,0.9353,-0.06,-1.1,-6.09,42.38,19.31,-5.86,,0.48,-6.39,2022-12-23
337,159681,鹏华创业板50ETF,指数型-股票,2025-03-12,0.9468,0.9468,-0.05,-1.09,-6.09,42.29,19.27,-5.24,,0.52,-5.32,2022-12-21
338,588320,广发中证科创创业50增强策略ETF,指数型-股票,2025-03-12,0.9447,0.9447,0.06,1.11,1.24,43.79,19.05,-3.45,,4.31,-5.53,2022-12-28
339,159949,华安创业板50ETF,指数型-股票,2025-03-12,0.9637,0.9637,-0.07,-1.14,-6.25,42.47,18.89,-6.1,-16.33,0.39,-3.63,2016-06-30
340,515760,华夏中证浙江国资创新发展ETF,指数型-股票,2025-03-12,1.2306,1.2306,0.95,-0.94,-2.34,30.82,18.85,15.33,9.46,3.47,23.06,2020-09-17
341,159973,弘毅远方民企领先100ETF,指数型-股票,2025-03-12,1.3872,1.3872,0.32,-0.18,-0.52,33.37,18.8,-0.97,-11.85,3.05,36.52,2019-07-16
342,588360,国泰中证科创创业50ETF,指数型-股票,2025-03-12,0.6336,0.6336,0.03,0.8,0.57,43.84,18.74,-1.11,-11.78,3.83,-36.64,2021-06-29
343,560110,汇添富中证1000ETF,指数型-股票,2025-03-13,0.9453,0.9453,-1.06,4.04,1.66,46.04,18.71,-2.96,,8.49,-5.48,2022-07-29
344,510030,华宝上证180价值ETF,指数型-股票,2025-03-13,0.983,2.692,-0.3,-0.61,0.1,19.44,18.58,23.34,22.88,-2.48,169.21,2010-04-23
345,159805,鹏华中证传媒ETF,指数型-股票,2025-03-12,1.2207,1.2207,4.2,-1.31,0.39,51.32,18.58,30.46,34.93,13.29,22.07,2020-03-06
346,588300,招商中证科创创业50ETF,指数型-股票,2025-03-12,0.6042,0.6042,-0.02,0.75,0.38,43.21,18.22,-2.55,-13.44,3.64,-39.59,2021-06-25
347,516620,国泰中证影视主题ETF,指数型-股票,2025-03-12,1.0811,1.0811,5.16,-1.54,0.78,57.41,18.2,9.37,12.37,17.96,8.11,2021-10-20
348,562530,华夏中证智选1000价值稳健策略ETF,指数型-股票,2025-03-12,1.1688,1.1688,2.77,3.67,-2.8,32.83,18.11,10.47,,3.17,16.88,2022-07-28
349,159562,华夏中证沪深港黄金产业股票ETF,指数型-股票,2025-03-12,1.3482,1.3482,4.12,2.07,5.66,21.15,18.01,,,15.88,34.82,2024-01-11
350,515000,华宝中证科技龙头ETF,指数型-股票,2025-03-13,1.3558,1.3558,-4.35,-1.02,4.9,42.78,17.96,8.53,-6.17,3.52,35.58,2019-07-22
351,588350,鹏扬中证科创创业50ETF,指数型-股票,2025-03-12,0.9095,0.9095,0.02,0.78,0.38,43.07,17.9,-2.95,,3.68,-9.05,2022-10-26
352,588380,富国中证科创创业50ETF,指数型-股票,2025-03-12,0.6008,0.6008,0.0,0.75,0.3,43.01,17.83,-3.0,-14.16,3.62,-39.92,2021-06-29
353,159814,西部利得创业板大盘ETF,指数型-股票,2025-03-12,0.4191,0.8629,0.05,-0.73,-5.25,42.41,17.76,-7.54,-16.76,1.28,-13.67,2020-06-19
354,159782,银华中证科创创业50ETF,指数型-股票,2025-03-12,0.5874,0.5874,0.02,0.77,0.36,42.5,17.69,-3.24,-14.54,3.67,-41.26,2021-06-29
355,159556,平安中证2000增强策略ETF,指数型-股票,2025-03-12,1.0458,1.0458,2.26,5.49,4.94,49.4,17.65,,,13.21,4.58,2023-12-27
356,159521,平安国证2000ETF,指数型-股票,2025-03-12,1.0585,1.0585,2.58,4.43,3.24,45.42,17.62,,,10.38,5.85,2023-08-25
357,159780,南方中证科创创业50ETF,指数型-股票,2025-03-12,0.5883,0.5883,0.02,0.75,0.22,42.9,17.59,-3.37,-14.68,3.57,-41.17,2021-06-24
358,159781,易方达中证科创创业50ETF,指数型-股票,2025-03-12,0.5836,0.5836,0.02,0.79,0.34,42.93,17.59,-3.47,-14.74,3.68,-41.64,2021-06-28
359,563330,华泰柏瑞中证A股ETF,指数型-股票,2025-03-12,3.4146,1.137,1.64,1.85,-1.09,34.76,17.55,,,4.91,13.7,2023-10-30
360,159603,天弘中证科创创业50ETF,指数型-股票,2025-03-12,0.9051,0.9051,0.0,0.71,0.24,42.47,17.48,-3.03,,3.58,-9.49,2022-05-26
361,512980,广发中证传媒ETF,指数型-股票,2025-03-12,0.8745,0.8745,4.23,-1.36,0.01,50.54,17.41,28.26,31.11,13.03,-12.55,2017-12-27
362,159855,银华中证影视主题ETF,指数型-股票,2025-03-12,0.9688,0.9688,5.06,-2.09,-0.16,55.46,17.39,9.14,13.2,17.15,-3.12,2021-02-09
363,560990,中金中证科技先锋ETF,指数型-股票,2025-03-12,0.8889,0.8889,0.66,0.02,2.86,35.03,17.39,-1.4,,3.77,-11.12,2022-06-10
364,159783,华夏中证科创创业50ETF,指数型-股票,2025-03-12,0.5891,0.5891,0.0,0.77,0.32,42.64,17.35,-3.63,-14.85,3.66,-41.09,2021-06-24
365,159566,易方达国证新能源电池ETF,指数型-股票,2025-03-12,1.4288,1.4288,2.06,6.54,3.89,31.64,17.35,,,7.89,42.88,2024-01-31
366,159824,博时新能源汽车ETF,指数型-股票,2025-03-12,0.8904,0.8904,0.02,4.59,4.88,43.96,17.31,-16.24,-29.29,12.4,-10.96,2020-12-10
367,159958,工银瑞信创业板ETF,指数型-股票,2025-03-12,1.309,1.309,0.08,0.0,-4.16,41.74,17.3,-4.95,-15.4,2.52,30.9,2017-12-25
368,159510,华夏中证智选300价值稳健策略ETF,指数型-股票,2025-03-12,1.1078,1.1078,0.38,0.2,-1.54,23.03,17.13,,,-0.49,10.78,2023-07-31
369,515700,平安中证新能源汽车产业ETF,指数型-股票,2025-03-12,1.776,1.776,0.05,4.69,4.62,43.28,16.98,-17.46,-29.99,12.29,77.55,2019-12-31
370,588400,嘉实中证科创创业50ETF,指数型-股票,2025-03-12,0.5929,0.5929,0.02,0.75,0.25,42.32,16.9,-3.64,-14.74,3.6,-40.72,2021-06-25
371,159638,嘉实中证高端装备细分50ETF,指数型-股票,2025-03-12,0.8236,0.8236,4.94,7.31,-0.02,34.14,16.87,-11.19,,6.55,-17.81,2022-08-05
372,510060,工银上证央企ETF,指数型-股票,2025-03-12,2.4509,1.5677,-0.42,-1.32,-3.61,16.95,16.83,21.94,22.82,-4.19,56.77,2009-08-26
373,588390,博时中证科创创业50ETF,指数型-股票,2025-03-12,0.6407,0.6407,-0.03,0.69,0.17,41.81,16.83,-4.34,-15.87,3.47,-35.93,2021-08-19
374,159964,平安创业板ETF,指数型-股票,2025-03-12,1.4056,1.4056,0.04,-0.05,-4.35,40.74,16.65,-5.18,-15.04,2.34,40.56,2019-03-15
375,159676,富国创业板增强策略ETF,指数型-股票,2025-03-12,0.9365,0.9365,0.46,0.81,-1.47,41.42,16.64,,,4.22,-6.45,2023-03-23
376,159821,中银证券创业板ETF,指数型-股票,2025-03-12,0.8169,0.8169,0.02,-0.07,-4.38,41.06,16.63,-6.24,-17.01,2.28,-18.31,2020-09-29
377,159506,富国恒生港股通医疗保健ETF,指数型-股票,2025-03-12,0.9544,0.9544,-1.32,11.87,12.99,31.48,16.63,,,18.31,-4.56,2023-06-14
378,159637,新能源车龙头ETF,指数型-股票,2025-03-12,0.6618,0.6618,0.0,4.65,4.85,43.87,16.62,-17.64,,12.46,-33.82,2022-08-19
379,159956,建信创业板ETF,指数型-股票,2025-03-12,1.373,1.373,0.02,-0.08,-4.29,40.81,16.58,-4.28,-13.96,2.4,37.29,2018-02-06
380,159806,国泰中证新能源汽车ETF,指数型-股票,2025-03-12,0.5821,1.7463,0.0,4.66,4.83,43.69,16.56,-17.7,-30.78,12.42,74.63,2020-03-10
381,159948,南方创业板ETF,指数型-股票,2025-03-12,2.3904,1.1747,0.04,-0.03,-4.34,41.4,16.55,-5.59,-15.72,2.4,17.47,2016-05-13
382,517520,永赢中证沪深港黄金产业股票ETF,指数型-股票,2025-03-12,1.2338,1.2338,4.13,1.99,5.34,20.27,16.54,,,15.81,23.38,2023-10-24
383,512190,浙商之江凤凰ETF,指数型-股票,2025-03-12,1.9135,1.9135,0.97,1.2,-2.09,24.18,16.53,7.69,5.79,2.89,91.35,2019-08-05
384,159952,广发创业板ETF,指数型-股票,2025-03-12,1.3135,1.3135,0.05,-0.02,-4.39,41.25,16.48,-5.71,-16.02,2.39,31.35,2017-04-25
385,516390,汇添富中证新能源汽车产业ETF,指数型-股票,2025-03-12,0.7239,0.7239,0.04,4.67,4.59,43.03,16.44,-18.18,-30.89,12.25,-27.61,2021-06-03
386,159906,大成深证成长40ETF,指数型-股票,2025-03-12,0.9384,0.9384,0.43,-0.26,-1.9,39.37,16.43,-12.22,-23.27,4.32,-6.16,2010-12-21
387,510810,汇添富中证上海国企ETF,指数型-股票,2025-03-12,0.8272,0.9172,-0.13,-2.36,-8.39,24.46,16.38,10.4,7.57,-5.6,76.7,2016-07-28
388,159966,华夏创业板价值ETF,指数型-股票,2025-03-12,0.498,1.5321,-0.24,-0.32,-1.31,38.99,16.33,0.06,-5.07,4.29,50.19,2019-06-14
389,159908,博时创业板ETF,指数型-股票,2025-03-12,2.0185,2.0185,0.04,-0.03,-4.24,41.07,16.31,-5.76,-15.73,2.43,101.81,2011-06-10
390,159957,华夏创业板ETF,指数型-股票,2025-03-12,1.4191,1.4191,0.05,-0.03,-4.32,41.4,16.25,-5.63,-15.41,2.41,41.74,2017-12-08
391,159971,富国创业板ETF,指数型-股票,2025-03-12,1.5086,1.5086,0.03,-0.05,-4.39,41.1,16.23,-6.14,-16.18,2.36,44.5,2019-06-11
392,510560,国寿安保中证500ETF,指数型-股票,2025-03-12,1.4214,0.6582,1.54,1.64,-0.36,37.13,16.21,2.63,-0.18,5.98,-34.13,2015-05-29
393,510760,国泰上证综合交易ETF,指数型-股票,2025-03-12,1.0706,1.2126,1.26,1.95,-1.22,25.09,16.11,15.16,19.88,1.87,22.78,2020-08-21
394,515030,华夏中证新能源汽车ETF,指数型-股票,2025-03-12,1.3391,1.3391,-0.01,4.62,4.67,43.17,16.03,-18.6,-31.72,12.27,33.91,2020-02-20
395,512750,嘉实中证锐联基本面ETF,指数型-股票,2025-03-12,1.372,1.372,-0.51,-1.22,-3.35,19.46,16.01,24.19,29.18,-3.28,37.2,2019-05-23
396,560950,汇添富中证500增强策略ETF,指数型-股票,2025-03-12,1.0752,1.0752,2.01,1.34,-1.44,28.55,16.0,,,2.89,7.52,2023-07-19
397,159977,天弘创业板ETF,指数型-股票,2025-03-12,2.2538,1.3292,0.04,-0.07,-4.46,41.08,15.98,-6.2,-16.3,2.31,32.61,2019-09-12
398,159915,易方达创业板ETF,指数型-股票,2025-03-12,2.1494,2.4623,0.04,-0.05,-4.41,41.09,15.92,-6.55,-16.74,2.35,146.23,2011-09-20
399,159943,大成深证成份ETF,指数型-股票,2025-03-12,1.1591,0.8993,1.21,1.23,-0.67,35.28,15.91,-0.85,-7.42,4.35,-10.07,2015-06-05
400,159902,华夏中小企业100ETF,指数型-股票,2025-03-12,3.5072,3.6272,1.28,0.54,1.18,29.92,15.88,-6.2,-17.07,5.36,268.16,2006-06-08
401,159810,浦银安盛创业板ETF,指数型-股票,2025-03-12,0.8753,0.8753,0.02,-0.09,-4.45,40.05,15.78,-6.4,-16.94,2.31,-12.47,2020-06-12
402,561350,国泰中证500ETF,指数型-股票,2025-03-12,0.9423,0.9423,1.52,1.6,-0.35,36.47,15.75,3.2,1.34,5.75,-5.77,2021-08-18
403,159982,鹏华中证500ETF,指数型-股票,2025-03-12,1.538,1.538,1.57,1.75,-0.37,36.32,15.7,4.12,3.24,5.98,53.8,2019-11-21
404,563350,华泰柏瑞中证A50ETF,指数型-股票,2025-03-12,1.1544,1.1544,0.59,0.3,-1.9,23.16,15.65,,,-0.01,15.44,2024-03-06
405,510770,申万菱信上证G60创新ETF,指数型-股票,2025-03-12,0.6018,0.6018,1.55,0.35,0.08,43.66,15.6,-21.19,-29.14,7.98,-39.82,2021-09-16
406,563050,易方达中证国新央企科技引领ETF,指数型-股票,2025-03-12,0.9419,0.9419,3.76,2.49,2.07,35.99,15.6,,,4.44,-5.83,2023-06-21
407,588330,华宝双创龙头ETF,指数型-股票,2025-03-13,0.5855,0.5855,-4.38,0.97,0.77,39.84,15.55,-3.98,-15.33,1.72,-41.45,2021-06-29
408,588160,南方上证科创板新材料ETF,指数型-股票,2025-03-12,0.6399,0.6399,1.27,9.2,1.12,53.23,15.55,-31.49,,13.9,-36.01,2022-09-30
409,159808,融通创业板ETF,指数型-股票,2025-03-12,0.8246,0.8246,0.08,0.0,-4.43,40.74,15.54,-7.01,-17.36,2.35,-17.54,2020-08-05
410,563030,易方达中证500增强策略ETF,指数型-股票,2025-03-12,1.0377,1.0377,1.36,0.84,0.28,32.53,15.53,5.67,,5.45,3.75,2023-02-17
411,515810,易方达中证800ETF,指数型-股票,2025-03-12,1.3125,1.3125,0.93,0.69,-1.43,29.12,15.38,7.89,2.64,1.83,31.25,2019-10-08
412,516660,华安中证新能源汽车ETF,指数型-股票,2025-03-12,0.8251,0.8251,-0.02,4.55,4.55,42.21,15.38,-19.22,-32.26,12.11,-17.49,2021-02-03
413,563080,易方达中证A50ETF,指数型-股票,2025-03-12,1.1456,1.1456,0.55,0.25,-2.04,22.92,15.38,,,-0.14,14.56,2024-03-06
414,512710,富国中证军工龙头ETF,指数型-股票,2025-03-12,0.6383,1.2766,5.61,5.92,-1.68,26.2,15.26,-14.0,-22.2,2.74,27.66,2019-07-23
415,159678,博时中证500增强策略ETF,指数型-股票,2025-03-12,1.054,1.054,1.16,0.58,0.17,33.65,15.25,8.83,,4.8,5.4,2023-02-13
416,159631,招商中证A100ETF,指数型-股票,2025-03-12,1.018,1.018,0.77,0.73,-0.08,25.34,15.24,7.37,,1.41,1.8,2022-08-18
417,512770,华夏战略新兴成指ETF,指数型-股票,2025-03-12,1.3736,1.3736,0.99,-0.15,1.32,36.12,15.2,-11.85,-27.57,4.72,37.33,2018-07-13
418,159620,华夏中证智选500成长创新策略ETF,指数型-股票,2025-03-12,0.9745,0.9745,1.36,1.2,3.26,32.91,15.16,-0.62,,6.54,-2.55,2022-07-19
419,159675,嘉实创业板增强策略ETF,指数型-股票,2025-03-12,0.9086,0.9086,0.52,0.92,-1.41,39.78,15.06,-8.37,,5.47,-9.14,2022-11-24
420,513060,博时恒生医疗保健(QDII-ETF),指数型-海外股票,2025-03-12,0.4516,0.4516,-0.92,12.34,12.12,30.41,14.97,-19.1,-8.84,17.06,-54.84,2021-03-18
421,561230,工银瑞信中证A50ETF,指数型-股票,2025-03-12,1.1196,1.146,0.58,0.29,-2.09,22.75,14.96,,,-0.13,14.84,2024-03-06
422,512510,华泰柏瑞中证500ETF,指数型-股票,2025-03-12,1.7091,0.8616,1.53,1.8,-0.67,35.42,14.91,3.83,3.28,5.72,-13.38,2015-05-13
423,510130,中盘ETF,指数型-股票,2025-03-12,5.9553,2.0483,0.43,-0.62,-3.39,25.73,14.9,10.23,6.7,-0.65,104.22,2010-03-29
424,588310,方正富邦科创创业50ETF,指数型-股票,2025-03-12,0.648,0.648,-0.02,0.71,0.11,39.41,14.89,-5.9,-16.39,3.48,-35.2,2021-11-22
425,561580,华泰柏瑞中证中央企业红利ETF,指数型-股票,2025-03-12,1.1733,1.1733,-0.1,0.29,-3.66,19.82,14.87,,,-3.16,17.33,2023-05-18
426,515200,申万菱信中证研发创新100ETF,指数型-股票,2025-03-12,1.6438,1.6438,1.03,2.23,5.77,38.17,14.84,-3.01,-7.75,8.49,64.41,2019-10-25
427,159968,博时中证500ETF,指数型-股票,2025-03-12,7.4481,1.4682,1.56,1.75,-0.59,35.43,14.84,3.18,1.6,5.72,46.82,2019-08-01
428,588010,博时上证科创板新材料ETF,指数型-股票,2025-03-12,0.6297,0.6297,1.09,8.93,1.09,51.77,14.68,-32.44,,13.62,-37.0,2022-09-30
429,159595,大成中证A50ETF,指数型-股票,2025-03-12,1.1456,1.1456,0.56,0.27,-2.04,22.73,14.59,,,-0.13,14.56,2024-03-06
430,512910,广发中证A100ETF,指数型-股票,2025-03-12,1.0381,1.1779,0.77,0.71,-0.31,24.98,14.5,4.62,-2.44,1.2,20.46,2019-05-27
431,562380,银华中证国新央企科技引领ETF,指数型-股票,2025-03-12,0.9327,0.9327,3.73,2.52,1.71,34.9,14.44,,,4.5,-6.73,2023-06-26
432,561300,国泰沪深300增强策略ETF,指数型-股票,2025-03-12,0.8282,0.8282,0.67,0.67,-1.78,23.02,14.39,10.19,-2.39,0.31,-17.18,2021-12-01
433,159903,南方深证成份ETF,指数型-股票,2025-03-12,1.2991,0.9586,1.25,1.22,-1.07,34.61,14.38,-3.03,-10.18,4.1,-4.14,2009-12-04
434,159610,景顺中证500增强策略ETF,指数型-股票,2025-03-12,0.8784,0.8784,1.46,1.21,-1.06,31.16,14.32,6.8,-1.73,4.14,-12.16,2021-12-13
435,510090,建信责任ETF,指数型-股票,2025-03-12,2.4774,2.9555,0.17,0.07,-2.25,19.98,14.16,8.8,7.02,-1.4,195.55,2010-05-28
436,159517,银华中证800增强策略ETF,指数型-股票,2025-03-12,1.0901,1.0901,0.73,0.94,-1.5,26.45,14.15,,,0.9,9.01,2023-08-23
437,561000,华安沪深300增强策略ETF,指数型-股票,2025-03-12,1.102,1.102,0.73,0.61,-1.37,23.18,14.13,9.58,,0.72,10.2,2022-12-21
438,513200,易方达中证港股通医药卫生综合ETF,指数型-股票,2025-03-12,0.7838,0.7838,-1.17,11.86,11.76,26.75,14.12,-18.24,-5.35,16.45,-21.62,2022-01-19
439,159690,招商中证有色金属矿业主题ETF,指数型-股票,2025-03-12,1.0771,1.0771,4.33,2.94,1.22,26.38,14.02,,,11.63,7.71,2023-06-21
440,517550,招商中证沪港深消费龙头ETF,指数型-股票,2025-03-12,0.8289,0.8289,0.75,7.51,8.72,37.97,13.99,0.91,0.07,12.94,-17.11,2022-01-20
441,159881,国泰中证有色金属ETF,指数型-股票,2025-03-12,1.0697,1.0697,4.28,3.23,0.79,26.05,13.96,0.43,-7.89,10.95,6.97,2021-06-17
442,516650,华夏细分有色金属产业主题ETF,指数型-股票,2025-03-12,1.0645,1.0645,4.19,2.84,1.16,25.15,13.91,0.4,-8.14,11.02,6.45,2021-06-09
443,515450,南方红利低波50ETF,指数型-股票,2025-03-12,1.3746,1.7296,-0.87,-0.87,-4.46,16.89,13.9,35.02,45.19,-4.26,81.96,2020-01-17
444,562890,嘉实中证A50ETF,指数型-股票,2025-03-12,1.1383,1.1383,0.62,0.31,-2.07,22.64,13.88,,,-0.15,13.83,2024-03-07
445,515210,国泰中证钢铁ETF,指数型-股票,2025-03-12,1.2869,1.4519,1.76,7.22,0.52,39.08,13.85,-0.86,-10.58,9.75,45.21,2020-01-22
446,510580,易方达中证500ETF,指数型-股票,2025-03-12,3.0308,1.1582,1.52,1.69,-0.88,34.75,13.84,1.77,0.21,5.56,15.82,2015-08-27
447,159807,易方达中证科技50ETF,指数型-股票,2025-03-12,0.5342,1.0684,0.74,0.15,2.47,40.39,13.78,-6.79,-18.72,3.67,6.84,2020-03-16
448,159591,富国中证A50ETF,指数型-股票,2025-03-12,1.1369,1.1369,0.59,0.32,-1.97,22.92,13.69,,,-0.04,13.69,2024-03-07
449,159820,天弘中证500ETF,指数型-股票,2025-03-12,1.0079,1.0079,1.51,1.65,-0.92,34.73,13.6,1.07,-0.85,5.5,0.78,2020-08-07
450,159652,汇添富中证细分有色金属产业主题ETF,指数型-股票,2025-03-13,0.9488,0.9488,3.25,4.06,4.98,26.09,13.57,0.02,,11.65,-5.12,2023-01-16
451,515880,国泰中证全指通信设备ETF,指数型-股票,2025-03-12,1.3507,1.3507,1.05,-4.61,-1.86,34.6,13.52,43.02,39.69,-0.91,35.08,2019-08-16
452,510510,广发中证500ETF,指数型-股票,2025-03-12,1.8902,1.8902,1.53,1.63,-1.0,34.51,13.49,0.77,-2.15,5.44,89.02,2013-04-11
453,562320,银华沪深300价值ETF,指数型-股票,2025-03-12,1.2107,1.2107,-0.33,-0.68,-2.66,17.69,13.47,20.0,,-2.77,21.07,2022-12-29
454,560330,申万菱信沪深300价值ETF,指数型-股票,2025-03-12,1.1294,1.1294,-0.34,-0.73,-2.6,17.88,13.47,,,-2.79,12.94,2023-05-11
455,561180,富国中证A100ETF,指数型-股票,2025-03-12,1.0761,1.0761,0.76,0.67,-0.19,24.25,13.39,2.71,,1.33,7.61,2022-11-03
456,159602,南方MSCI中国A50互联互通ETF,指数型-股票,2025-03-12,0.8115,0.8275,0.79,0.15,-1.48,20.23,13.34,3.09,-4.73,-0.29,-16.93,2021-10-29
457,517880,华泰柏瑞中证品牌消费50ETF,指数型-股票,2025-03-12,0.9048,0.9048,3.96,5.59,0.91,23.96,13.33,9.67,8.5,4.52,-9.52,2021-11-17
458,159529,景顺长城标普消费精选ETF(QDII),指数型-海外股票,2025-03-11,1.1733,1.1733,-4.23,-8.2,-11.09,4.02,13.33,,,-6.99,17.33,2024-01-24
459,510530,工银中证500ETF,指数型-股票,2025-03-12,6.3678,1.2311,1.49,1.63,-0.87,34.42,13.32,0.15,-2.66,5.42,23.11,2019-10-17
460,560170,南方中证国新央企科技引领ETF,指数型-股票,2025-03-12,0.9051,0.9051,3.75,2.41,1.39,34.11,13.28,,,4.03,-9.52,2023-06-21
461,513700,鹏华中证港股通医药卫生综合交易ETF,指数型-股票,2025-03-12,0.4719,0.4719,-1.17,11.53,11.67,26.14,13.25,-18.83,-6.55,16.35,-52.81,2021-07-13
462,516830,富国沪深300ESG基准ETF,指数型-股票,2025-03-12,0.849,0.849,0.47,0.54,-0.89,25.15,13.25,7.6,1.54,0.76,-15.14,2021-06-24
463,159871,银华中证有色金属ETF,指数型-股票,2025-03-12,1.1177,1.1177,4.26,3.24,0.89,25.78,13.24,-1.5,-10.61,10.92,11.77,2021-03-10
464,512500,华夏中证500ETF,指数型-股票,2025-03-12,3.3112,0.7248,1.51,1.68,-0.82,34.45,13.2,0.13,-2.12,5.52,-27.52,2015-05-05
465,516190,华夏中证文娱传媒ETF,指数型-股票,2025-03-12,1.0703,1.0703,3.59,-1.81,-2.04,50.66,13.2,15.93,18.86,11.3,7.03,2021-09-09
466,560030,汇添富中证800价值ETF,指数型-股票,2025-03-12,1.1697,1.1697,0.17,-0.43,-3.05,19.07,13.17,,,-2.35,16.97,2023-06-20
467,561330,国泰中证有色金属矿业主题ETF,指数型-股票,2025-03-12,1.0392,1.0392,4.41,2.99,1.2,26.32,13.14,-2.19,,11.83,3.92,2022-10-19
468,510180,华安上证180ETF,指数型-股票,2025-03-12,3.5919,4.0795,0.78,0.28,-1.88,22.93,13.11,8.43,1.79,-0.2,334.25,2006-04-13
469,510500,南方中证500ETF,指数型-股票,2025-03-12,6.0362,1.9953,1.51,1.66,-1.03,34.27,13.11,0.12,-1.87,5.48,100.11,2013-02-06
470,515550,国联中证500ETF,指数型-股票,2025-03-12,1.3286,1.3286,1.51,1.6,-1.07,33.62,13.09,0.64,-1.35,5.36,32.86,2019-11-15
471,159876,华宝有色金属ETF,指数型-股票,2025-03-12,1.1479,1.1479,4.26,3.21,0.8,25.77,13.04,-1.96,-10.99,10.89,14.79,2021-03-12
472,512160,南方MSCI中国A股国际通ETF,指数型-股票,2025-03-12,1.2118,1.5018,0.81,0.42,-2.09,25.89,12.94,4.21,-1.22,0.57,50.3,2018-04-03
473,510800,建信上证50ETF,指数型-股票,2025-03-12,1.2336,1.2336,1.1,1.16,-0.55,21.99,12.93,7.8,0.0,-0.11,23.32,2017-12-22
474,159606,易方达中证500质量成长ETF,指数型-股票,2025-03-12,0.9143,0.9143,1.67,0.62,1.35,25.37,12.93,5.79,-2.56,5.14,-8.57,2021-12-17
475,515530,泰康中证500ETF,指数型-股票,2025-03-12,3.2298,1.0092,1.52,1.64,-1.13,34.35,12.91,-0.52,-2.63,5.43,0.92,2020-09-18
476,563000,易方达MSCI中国A50互联互通ETF,指数型-股票,2025-03-12,0.8286,0.8286,0.78,0.18,-1.54,19.81,12.89,2.96,-4.85,-0.32,-17.15,2021-10-29
477,510850,工银瑞信上证50ETF,指数型-股票,2025-03-12,3.0735,1.2819,1.03,1.04,-0.8,21.97,12.88,8.31,0.23,-0.21,26.75,2018-12-07
478,159922,嘉实中证500ETF,指数型-股票,2025-03-12,2.4107,1.9894,1.51,1.67,-0.98,34.06,12.87,0.26,-1.87,5.47,99.09,2013-02-06
479,159630,汇添富中证A100ETF,指数型-股票,2025-03-12,1.1192,1.1192,0.74,0.69,-0.45,23.34,12.87,2.84,,1.0,11.92,2022-10-20
480,159935,景顺长城中证500ETF,指数型-股票,2025-03-12,1.8843,1.8843,1.5,1.6,-1.07,33.65,12.85,-0.55,-2.98,5.27,88.43,2013-12-26
481,512990,华夏MSCIA股国际通ETF,指数型-股票,2025-03-12,1.624,1.624,0.76,0.41,-2.06,26.09,12.85,4.16,-0.78,0.64,62.4,2015-02-12
482,510710,博时上证50ETF,指数型-股票,2025-03-12,3.6772,1.1368,1.04,1.08,-0.9,21.66,12.85,8.8,0.88,-0.26,13.68,2015-05-27
483,515190,中银证券中证500ETF,指数型-股票,2025-03-12,1.2423,1.2423,1.49,1.62,-1.08,33.88,12.83,-0.55,-3.05,5.38,24.23,2020-04-30
484,510020,博时上证超大盘ETF,指数型-股票,2025-03-12,3.0958,1.1418,1.22,0.96,-1.8,22.98,12.8,6.93,-0.92,-1.5,14.18,2009-12-29
