序号,基金代码,基金简称,类型,日期,单位净值,累计净值,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,成立日期
966,513780,景顺长城中证港股通创新药ETF,指数型-股票,2025-03-12,1.0732,1.0732,-0.43,12.6,10.62,,,,,14.62,7.32,2024-10-16
967,159337,中证500ETF基金,指数型-股票,2025-03-12,1.3316,1.3316,1.5,1.66,-0.91,33.16,,,,5.54,33.16,2024-09-02
968,588070,万家上证科创板成长ETF,指数型-股票,2025-03-12,1.0652,1.0652,0.37,3.88,9.71,,,,,12.53,6.52,2024-11-06
969,520900,广发中证国新港股通央企红利ETF,指数型-股票,2025-03-12,0.9124,0.9228,1.23,0.46,1.06,12.89,,,,-1.28,-7.7,2024-06-26
970,159301,华夏中证全指公用事业ETF,指数型-股票,2025-03-12,0.8793,0.8793,-0.27,-0.96,-7.24,0.8,,,,-7.03,-12.07,2024-07-10
971,159583,富国中证通信设备主题ETF,指数型-股票,2025-03-12,1.1975,1.1975,2.3,-1.22,-0.14,36.33,,,,1.53,19.75,2024-06-28
972,520660,南方中证国新港股通央企红利ETF,指数型-股票,2025-03-12,0.9155,0.9255,1.23,0.46,1.57,13.48,,,,-1.27,-7.42,2024-06-26
973,520990,景顺长城中证国新港股通央企红利ETF,指数型-股票,2025-03-12,0.9226,0.9226,1.23,0.46,1.37,13.12,,,,-1.28,-7.74,2024-06-26
974,560620,万家中证全指公用事业ETF,指数型-股票,2025-03-12,0.8717,0.8717,-0.29,-0.98,-7.23,-12.83,,,,-7.0,-12.83,2024-09-11
975,159333,万家中证港股通央企红利ETF,指数型-股票,2025-03-12,1.2105,1.2105,0.75,2.57,2.68,30.48,,,,1.59,21.05,2024-08-21
976,159302,银华中证港股高股息ETF,指数型-股票,2025-03-12,1.1271,1.1271,0.87,2.39,2.66,21.35,,,,1.47,12.71,2024-08-23
977,588230,华泰柏瑞上证科创板200ETF,指数型-股票,2025-03-12,1.1157,1.1157,1.19,4.87,,,,,,17.45,11.57,2024-12-16
978,159361,易方达中证A500ETF,指数型-股票,2025-03-12,0.985,0.985,0.94,0.49,-1.55,,,,,1.59,-1.5,2024-11-12
979,159362,工银中证A500ETF,指数型-股票,2025-03-12,1.0141,1.0207,0.95,0.47,-1.5,,,,,1.57,2.08,2024-11-19
980,512050,华夏中证A500ETF,指数型-股票,2025-03-12,0.9643,0.9643,0.95,0.5,-1.54,,,,,1.59,-3.58,2024-11-08
981,560810,融通中证诚通央企ESGETF,指数型-股票,2025-03-12,0.9721,0.9721,0.44,0.89,-3.74,,,,,-1.87,-2.81,2024-11-25
982,588810,富国上证科创板芯片ETF,指数型-股票,2025-03-12,1.1709,1.1709,1.01,6.98,,,,,,17.04,17.04,2024-12-30
983,159378,永赢国证通用航空产业ETF,指数型-股票,2025-03-12,1.1598,1.1598,2.16,4.36,,,,,,,15.98,2025-01-02
984,159379,融通中证A500ETF,指数型-股票,2025-03-12,1.041,1.041,0.97,0.53,,,,,,,4.11,2025-01-09
985,562970,易方达中证光伏产业ETF,指数型-股票,2025-03-12,0.841,0.841,1.82,1.19,-8.66,,,,,-0.9,-15.9,2024-10-30
986,159357,博时中证A500ETF,指数型-股票,2025-03-12,1.0188,1.0203,0.94,0.48,-1.52,,,,,1.57,2.04,2024-11-21
987,561880,华富中证A100ETF,指数型-股票,2025-03-12,1.0377,1.0377,0.72,0.58,,,,,,,3.77,2025-01-15
988,159373,嘉实创业板50ETF,指数型-股票,2025-03-12,1.0216,1.0216,-0.07,-1.13,,,,,,,2.16,2025-01-23
989,510040,鹏华上证180ETF,指数型-股票,2025-03-12,0.9984,0.9984,0.9,0.42,,,,,,0.65,-0.16,2024-12-25
990,159371,富国创业板50ETF,指数型-股票,2025-03-12,1.0073,1.0073,-0.1,-1.21,,,,,,,0.73,2025-01-24
991,159367,华夏创业板50ETF,指数型-股票,2025-03-12,1.0073,1.0073,-0.04,-0.57,,,,,,,0.72,2025-01-24
992,159375,国泰创业板50ETF,指数型-股票,2025-03-12,1.0642,1.0642,-0.05,-1.02,,,,,,6.54,6.42,2024-12-30
993,530580,南方上证180ETF,指数型-股票,2025-03-12,0.9879,0.9879,0.79,0.29,,,,,,-0.17,-1.21,2024-12-30
994,530300,华泰柏瑞上证180ETF,指数型-股票,2025-03-12,1.0264,1.0264,0.79,0.28,,,,,,2.68,2.61,2024-12-30
995,588930,银华上证科创板人工智能ETF,指数型-股票,2025-03-12,1.2938,1.2938,0.94,5.81,,,,,,,29.38,2025-01-06
996,511160,国债ETF东财,指数型-固收,2025-03-12,99.509,0.9951,-0.21,-0.52,,,,,,-0.7,-0.52,2024-12-20
997,588780,国联安科创芯片设计ETF,指数型-股票,2025-03-12,1.1524,1.1524,0.88,9.66,15.24,,,,,21.24,15.24,2024-12-11
998,560190,鹏华中证全指公用事业ETF,指数型-股票,2025-03-12,0.9355,0.9355,-0.27,-0.97,,,,,,-6.22,-6.45,2024-12-25
999,588960,富国上证科创板新能源ETF,指数型-股票,2025-03-12,1.0577,1.0577,1.76,5.76,,,,,,,5.76,2025-02-06
1000,530080,天弘上证180ETF,指数型-股票,2025-03-12,1.0323,1.0323,0.7,0.37,,,,,,,3.23,2025-01-08
1001,520550,招商恒生港股通高股息低波动ETF,指数型-股票,2025-03-12,1.0498,1.0498,1.19,4.36,,,,,,,4.98,2025-01-15
1002,588730,易方达上证科创板人工智能ETF,指数型-股票,2025-03-12,1.2046,1.2046,0.92,5.73,,,,,,,20.46,2025-01-16
1003,588760,广发上证科创板人工智能ETF,指数型-股票,2025-03-12,0.6219,1.2438,0.96,5.86,,,,,,,24.38,2025-01-15
1004,588870,汇添富上证科创板50成份ETF,指数型-股票,2025-03-12,1.1195,1.1195,0.82,4.96,,,,,,,11.95,2025-01-20
1005,512080,中金中证A500ETF,指数型-股票,2025-03-12,1.0411,1.0411,0.92,0.48,,,,,,,4.1,2025-01-14
1006,513830,嘉实中证港股通高股息投资ETF,指数型-股票,2025-03-12,1.0021,1.0021,,,,,,,,,0.21,2025-02-26
1007,159370,工银瑞信创业板50ETF,指数型-股票,2025-03-12,1.0539,1.0539,-0.09,-1.1,,,,,,,5.35,2025-01-10
1008,159328,易方达中证家电龙头ETF,指数型-股票,2025-03-12,1.0181,1.0181,1.23,-1.3,1.77,,,,,3.63,1.81,2024-11-07
1009,563520,沪深300ETF永赢,指数型-股票,2025-03-12,0.9786,0.9786,0.65,0.23,-2.08,,,,,0.11,-2.16,2024-11-08
1010,159312,广发恒指港股通ETF,指数型-股票,2025-03-12,1.1625,1.1625,0.28,8.54,15.96,,,,,17.47,16.25,2024-10-24
1011,159380,A500ETF东财,指数型-股票,2025-03-12,1.0563,1.0563,0.98,0.54,,,,,,5.73,5.63,2024-12-30
1012,159376,浦银安盛中证A500ETF,指数型-股票,2025-03-12,1.0575,1.0575,0.94,0.48,,,,,,5.75,5.75,2024-12-30
1013,159320,广发恒生A股电网设备ETF,指数型-股票,2025-03-12,0.9759,0.9759,1.31,-0.88,-2.41,,,,,0.23,-2.41,2024-12-12
1014,512020,鹏华中证A500ETF,指数型-股票,2025-03-12,1.0233,1.0233,0.92,0.44,-1.51,,,,,1.52,2.33,2024-11-21
1015,563500,华宝中证A500ETF,指数型-股票,2025-03-12,1.028,1.028,0.94,0.48,-1.41,,,,,1.61,2.79,2024-11-22
1016,563880,汇添富中证A500ETF,指数型-股票,2025-03-12,1.0006,1.0006,0.94,0.48,-1.57,,,,,1.57,0.06,2024-11-18
1017,159363,华宝创业板人工智能ETF,指数型-股票,2025-03-12,1.0852,1.0852,1.5,0.09,8.52,,,,,13.25,8.52,2024-12-06
1018,159355,华宝中证800红利低波动ETF,指数型-股票,2025-03-12,0.9995,0.9995,-0.41,-0.97,-4.08,,,,,-4.12,-0.05,2024-11-25
1019,563800,广发中证A500ETF,指数型-股票,2025-03-12,0.9661,0.9661,0.95,0.5,-1.56,,,,,1.59,-3.39,2024-11-11
1020,588790,博时科创板人工智能ETF,指数型-股票,2025-03-12,1.318,1.318,0.92,5.83,,,,,,31.77,31.77,2024-12-31
1021,560380,南方中证A100ETF,指数型-股票,2025-03-12,1.0032,1.0032,0.74,0.67,,,,,,1.0,0.32,2024-12-19
1022,159358,大成中证A500ETF,指数型-股票,2025-03-12,1.0303,1.0303,0.93,0.48,-1.58,,,,,1.59,3.03,2024-11-22
1023,159359,华安中证A500ETF,指数型-股票,2025-03-12,1.0185,1.0185,0.93,0.47,-1.57,,,,,1.56,1.85,2024-11-19
1024,563210,富国恒生A股专精特新企业ETF,指数型-股票,2025-03-12,1.0997,1.0997,1.41,2.72,,,,,,,9.95,2025-01-16
1025,159336,融通中证诚通央企红利ETF,指数型-股票,2025-03-12,1.003,1.003,0.92,-0.79,,,,,,,0.3,2025-01-22
1026,530050,上证50ETF东财,指数型-股票,2025-03-12,1.0147,1.0147,1.06,1.11,-0.75,,,,,-0.05,1.47,2024-11-18
1027,159383,华泰柏瑞创业板50ETF,指数型-股票,2025-03-12,0.995,0.995,-0.04,-0.62,,,,,,,-0.51,2025-02-05
1028,530280,平安上证180ETF,指数型-股票,2025-03-12,1.0286,1.0286,0.31,-0.32,,,,,,,2.86,2025-01-15
1029,159399,国泰富时中国A股自由现金流聚焦ETF,指数型-股票,2025-03-12,1.0121,1.0121,1.08,,,,,,,,1.21,2025-02-19
1030,560750,申万菱信中证A500ETF,指数型-股票,2025-03-12,1.0424,1.0424,0.93,0.46,,,,,,,4.24,2025-01-22
1031,159396,博时深证基准做市信用债ETF,指数型-固收,2025-03-12,99.3023,0.993,-0.36,-0.88,,,,,,,-0.7,2025-01-16
1032,530180,易方达上证180ETF,指数型-股票,2025-03-12,0.9922,0.9922,0.77,0.22,,,,,,-0.29,-0.78,2024-12-18
1033,159393,万家沪深300ETF,指数型-股票,2025-03-12,1.0027,1.0027,,,,,,,,,0.27,2025-02-25
1034,159201,华夏国证自由现金流ETF,指数型-股票,2025-03-12,0.9985,0.9985,1.26,,,,,,,,-0.15,2025-02-19
1035,159356,万家中证A500ETF,指数型-股票,2025-03-12,1.0106,1.0106,0.94,0.49,-1.43,,,,,1.63,1.06,2024-11-22
1036,530800,银华上证180ETF,指数型-股票,2025-03-12,1.0318,1.0318,0.73,0.38,,,,,,,3.17,2025-01-17
1037,159386,永赢中证A500ETF,指数型-股票,2025-03-12,1.0122,1.0122,0.93,0.47,,,,,,,1.22,2025-01-24
1038,159398,天弘深证基准做市信用债ETF,指数型-固收,2025-03-12,99.4734,0.9947,-0.34,-0.78,,,,,,,-0.53,2025-01-21
1039,588820,华夏上证科创板200ETF,指数型-股票,2025-03-12,1.1909,1.1909,1.19,4.93,,,,,,19.63,19.09,2024-12-23
1040,561380,国泰恒生A股电网设备ETF,指数型-股票,2025-03-12,0.9734,0.9734,1.32,-0.93,-2.66,,,,,0.43,-2.66,2024-12-11
1041,588750,汇添富上证科创板芯片ETF,指数型-股票,2025-03-12,1.1153,1.1153,1.0,7.01,,,,,,14.09,11.53,2024-12-18
1042,159395,大成深证基准做市信用债ETF,指数型-固收,2025-03-12,99.4568,0.9946,-0.3,-0.73,,,,,,,-0.54,2025-01-16
1043,511070,南方上证基准做市公司债ETF,指数型-固收,2025-03-12,98.8761,0.9888,-0.56,-1.3,,,,,,,-1.12,2025-01-13
1044,511190,海富通上证基准做市公司债ETF,指数型-固收,2025-03-12,98.868,0.9887,-0.59,-1.33,,,,,,,-1.13,2025-01-16
1045,159397,广发深证基准做市信用债ETF,指数型-固收,2025-03-12,99.3633,0.9936,-0.32,-0.79,,,,,,,-0.64,2025-01-22
1046,511200,华夏上证基准做市公司债ETF,指数型-固收,2025-03-12,99.1795,0.9918,-0.44,-1.01,,,,,,,-0.82,2025-01-16
1047,563860,海富通中证A500ETF,指数型-股票,2025-03-12,1.0166,1.0166,0.92,0.46,,,,,,,1.66,2025-01-22
1048,159323,华夏中证港股通汽车产业主题ETF,指数型-股票,2025-03-12,1.279,1.279,5.93,14.05,,,,,,27.89,27.9,2024-12-30
1049,530680,兴业上证180ETF,指数型-股票,2025-03-12,1.01,1.01,0.77,0.16,,,,,,1.61,1.0,2024-12-25
1050,588950,景顺长城上证科创板50成份ETF,指数型-股票,2025-03-12,1.1225,1.1225,0.82,4.93,,,,,,,12.25,2025-01-15
1051,511110,易方达上证基准做市公司债ETF,指数型-固收,2025-03-12,99.0072,0.9901,-0.5,-1.21,,,,,,,-0.99,2025-01-16
1052,159360,天弘中证A500ETF,指数型-股票,2025-03-12,1.0271,1.0271,0.94,0.48,-1.5,,,,,1.6,2.71,2024-11-20
1053,520580,招商利安新兴亚洲精选ETF(QDII),指数型-海外股票,2025-03-11,0.9295,0.9295,0.04,-6.89,,,,,,,-7.05,2025-01-16
1054,589660,南方上证科创板综合ETF,指数型-股票,2025-03-12,1.0143,1.0143,1.24,,,,,,,,1.42,2025-02-26
1055,589890,景顺长城上证科创板综合价格ETF,指数型-股票,2025-03-12,1.0097,1.0097,1.14,,,,,,,,0.96,2025-02-26
1056,589800,易方达上证科创板综合ETF,指数型-股票,2025-03-12,1.0059,1.0059,1.31,,,,,,,,0.58,2025-02-25
1057,588250,鹏华上证科创板生物医药ETF,指数型-股票,2025-03-12,1.0,1.0,,,,,,,,,0.0,2025-03-12
1058,589500,工银瑞信上证科创板综合价格ETF,指数型-股票,2025-03-12,1.0101,1.0101,1.33,,,,,,,,1.0,2025-02-24
1059,589680,鹏华科创板综合ETF,指数型-股票,2025-03-12,1.0103,1.0103,1.22,,,,,,,,1.02,2025-02-26
1060,589520,华宝上证科创板人工智能ETF,指数型-股票,2025-03-12,0.9923,0.9923,-0.77,,,,,,,,-0.77,2025-03-05
1061,588660,兴银中证科创创业50ETF,指数型-股票,2025-03-07,1.0006,1.0006,0.06,,,,,,,,0.06,2025-02-28
1062,588840,万家上证科创板50成份ETF,指数型-股票,2025-03-12,1.0018,1.0018,,,,,,,,,0.18,2025-02-26
1063,589770,招商上证科创板综合ETF,指数型-股票,2025-03-12,1.014,1.014,1.3,,,,,,,,1.4,2025-02-26
1064,159206,永赢国证商用卫星ETF,指数型-股票,2025-03-07,0.9992,0.9992,,,,,,,,,-0.08,2025-03-06
1065,562810,嘉实上证综合增强策略ETF,指数型-股票,2025-03-07,0.9995,0.9995,,,,,,,,,-0.05,2025-03-05
1066,589600,富国上证科创板综合价格ETF,指数型-股票,2025-03-12,0.9935,0.9935,,,,,,,,,-0.66,2025-02-28
1067,589080,汇添富上证科创板综合ETF,指数型-股票,2025-03-12,1.0151,1.0151,1.21,,,,,,,,1.5,2025-02-26
1068,589990,华泰柏瑞上证科创板综合ETF,指数型-股票,2025-03-12,1.0209,1.0209,1.41,,,,,,,,2.08,2025-02-26
1069,589000,华夏上证科创板综合ETF,指数型-股票,2025-03-12,1.0141,1.0141,1.28,,,,,,,,1.4,2025-02-26
1070,589630,国泰上证科创板综合ETF,指数型-股票,2025-03-12,0.9985,0.9985,,,,,,,,,-0.15,2025-03-04
1071,159209,招商中证全指红利质量ETF,指数型-股票,2025-03-12,1.0,1.0,,,,,,,,,0.0,2025-03-12
1072,589900,博时科创综指ETF,指数型-股票,2025-03-12,1.0103,1.0103,1.3,,,,,,,,1.01,2025-02-26
1073,589860,天弘上证科创板综合ETF,指数型-股票,2025-03-12,1.0009,1.0009,1.19,,,,,,,,0.08,2025-02-26
1074,589880,建信上证科创板综合ETF,指数型-股票,2025-03-12,1.0125,1.0125,1.28,,,,,,,,1.25,2025-02-20
1075,588240,鹏华上证科创板200ETF,指数型-股票,2025-03-12,1.0382,1.0382,1.07,,,,,,,,3.82,2025-02-13
